,"gross returns, 4h","net returns, 4h","gross returns, 8h","net returns, 8h","gross returns, 12h","net returns, 12h","gross returns, 24h","net returns, 24h"
2021-07-04 08:00:00,-0.0005188178920273087,-0.0008751598551489327,0.0097480793900847,0.0097480793900847,,,,
2021-07-04 12:00:00,-0.0003647335800650946,-0.0003647335800650946,,,0.0,0.0,,
2021-07-04 16:00:00,-0.0016797247464351004,-0.001936383342076747,0.0034492958748285948,0.002703612550095534,,,,
2021-07-04 20:00:00,-0.0018320114320443785,-0.0018320114320443785,,,,,,
2021-07-05 00:00:00,-0.0019327947442076578,-0.0019666930492924038,-0.009207433491964496,-0.009207433491964496,0.0,0.0,0.0,0.0
2021-07-05 04:00:00,-0.0002692651681872856,-0.0002692651681872856,,,,,,
2021-07-05 08:00:00,-0.005981145721687886,-0.006005358796748419,-0.004639767796239121,-0.005385451120972181,,,,
2021-07-05 12:00:00,-0.002829217632716419,-0.0028582733227890582,,,0.0,0.0,,
2021-07-05 16:00:00,-0.006244133097544075,-0.006278031402628821,0.006582701897063452,0.006437423446700256,,,,
2021-07-05 20:00:00,0.0015649893972033793,0.0015407763221428467,,,,,,
2021-07-06 00:00:00,-0.004516158410079317,-0.004516158410079317,0.004908260393518211,0.004908260393518211,0.0,0.0,0.0,0.0
2021-07-06 04:00:00,-0.0005734302355199427,-0.0012509927859638494,,,,,,
2021-07-06 08:00:00,-0.0060919234879662585,-0.00609630945287854,0.004305660631724066,0.003552872158735537,,,,
2021-07-06 12:00:00,0.0011080361188125069,0.0011080361188125069,,,0.0,0.0,,
2021-07-06 16:00:00,0.002395098018855584,0.0017219214333239585,0.005588263513081854,0.004711988357284609,,,,
2021-07-06 20:00:00,0.004555414055311515,0.004545728825287302,,,,,,
2021-07-07 00:00:00,-0.0006803386106039677,-0.0010571685603152734,0.005569743289025573,0.004693468133228328,0.0,0.0,0.0,0.0
2021-07-07 04:00:00,-0.0013076451713943148,-0.0013076451713943148,,,,,,
2021-07-07 08:00:00,-0.0011340347881944747,-0.0014827527369124234,0.0032497128376928423,0.002373437681895597,,,,
2021-07-07 12:00:00,0.0008980888995655682,0.0005440440743343022,,,0.0,0.0,,
2021-07-07 16:00:00,-0.0019235483550580287,-0.0022528461758812733,-0.0012204758398722797,-0.0012204758398722797,,,,
2021-07-07 20:00:00,0.0052818854892027044,0.004851861276127644,,,,,,
2021-07-08 00:00:00,-0.0014939844745589987,-0.002286380584196488,-0.010337271233274933,-0.010337271233274933,0.0,0.0,0.0,0.0
2021-07-08 04:00:00,0.006179921044379719,0.005826074890533565,,,,,,
2021-07-08 08:00:00,0.006566331292444664,0.005841132353452621,-0.0033054563734433683,-0.0033054563734433683,,,,
2021-07-08 12:00:00,-0.0034826839852801043,-0.004233170280593986,,,0.0,0.0,,
2021-07-08 16:00:00,-0.0007608923683069565,-0.0011249949324095205,0.006241758825190168,0.005342752487450849,,,,
2021-07-08 20:00:00,-0.000916421922821253,-0.0009420629484622786,,,,,,
2021-07-09 00:00:00,-0.006853546469598659,-0.006858674674726864,-0.007114979523652634,-0.007857778449280123,0.0,0.0,0.0,0.0
2021-07-09 04:00:00,0.004480659037699394,0.00413706929410965,,,,,,
2021-07-09 08:00:00,0.0004132215821651434,-0.00019190662296306182,-0.01267733631108763,-0.01267733631108763,,,,
2021-07-09 12:00:00,-0.0019775463930937964,-0.002575981855936039,,,0.0,0.0,,
2021-07-09 16:00:00,0.0055679280310088,0.005311269435367154,0.010962467194429334,0.010962467194429334,,,,
2021-07-09 20:00:00,-0.0027058982635966974,-0.0027155834936209104,,,,,,
2021-07-10 00:00:00,-0.0005464435329372099,-0.0005464435329372099,-0.0007609246266798763,-0.0015037235523073654,0.0,0.0,0.0,0.0
2021-07-10 04:00:00,-0.0016577349528977853,-0.0016577349528977853,,,,,,
2021-07-10 08:00:00,-0.0010999290776636706,-0.0011071930001818303,7.657603077620946e-05,-0.0008224303069631097,,,,
2021-07-10 12:00:00,0.0011719749053192158,0.0011550257527768429,,,0.0,0.0,,
2021-07-10 16:00:00,0.0030374343678346346,0.0030301704453164747,-0.004892014468027415,-0.005637697792760476,,,,
2021-07-10 20:00:00,-0.001018379239299187,-0.001018379239299187,,,,,,
2021-07-11 00:00:00,0.0014185713447864288,0.0014185713447864288,-0.0009914474380790577,-0.0009914474380790577,0.0,0.0,0.0,0.0
2021-07-11 04:00:00,-0.0025047940700719676,-0.0028389345059073186,,,,,,
2021-07-11 08:00:00,0.005036439205454187,0.004679811224045375,0.0062574828087148,0.0062574828087148,,,,
2021-07-11 12:00:00,0.0026978343919352556,0.0020071182115639027,,,0.0,0.0,,
2021-07-11 16:00:00,0.002197031580746565,0.002197031580746565,0.00044127619518137236,-0.0003044071295516884,,,,
2021-07-11 20:00:00,-0.001558172855791681,-0.001558172855791681,,,,,,
2021-07-12 00:00:00,0.00376376276175443,0.00376376276175443,0.006674233002526368,0.006674233002526368,0.0,0.0,0.0,0.0
2021-07-12 04:00:00,0.003352718791832788,0.003352718791832788,,,,,,
2021-07-12 08:00:00,0.0009069810614258311,0.0005603243283284201,-0.005171853603006054,-0.005917536927739114,,,,
2021-07-12 12:00:00,-0.004536141371282877,-0.004570039676367623,,,0.0,0.0,,
2021-07-12 16:00:00,0.002988958844292403,0.0026132464211223528,-0.002077345696592948,-0.002405214549051964,,,,
2021-07-12 20:00:00,0.000990753225642856,0.000985625020514651,,,,,,
2021-07-13 00:00:00,-0.004867577323587402,-0.004867577323587402,0.004819704146318606,0.004076905220691117,0.0,0.0,0.0,0.0
2021-07-13 04:00:00,-0.002877182550348629,-0.002887438960605039,,,,,,
2021-07-13 08:00:00,0.00039278170386664447,0.0003671406782256188,-0.001764739946480482,-0.001764739946480482,,,,
2021-07-13 12:00:00,0.0028446784010146935,0.002829293785630078,,,0.0,0.0,,
2021-07-13 16:00:00,0.0014486315992720232,0.0008845290351694593,-0.004536738447360356,-0.0052795373729878445,,,,
2021-07-13 20:00:00,0.002452219054975651,0.001882988285744882,,,,,,
2021-07-14 00:00:00,0.0016711693418551368,0.0011019385726243676,-0.004662382114893643,-0.005405181040521132,0.0,0.0,0.0,0.0
2021-07-14 04:00:00,0.0016676445151866267,0.001642003489545601,,,,,,
2021-07-14 08:00:00,0.006379384081801466,0.006025537927955312,0.003911549478619792,0.003616149962881293,,,,
2021-07-14 12:00:00,0.0002530032381369389,-0.00038713822959073583,,,0.0,0.0,,
2021-07-14 16:00:00,0.0007716320665132247,0.00045380066744278406,0.002318640595876861,0.002318640595876861,,,,
2021-07-14 20:00:00,-0.0009292278011670436,-0.001229469931917649,,,,,,
2021-07-15 00:00:00,-0.0031676280425578683,-0.0035151167120804363,-0.002399748119878329,-0.002399748119878329,0.0,0.0,0.0,0.0
2021-07-15 04:00:00,0.00041687768323500217,0.00041174947810679704,,,,,,
2021-07-15 08:00:00,-1.9629139667253197e-05,-0.0002862958063339198,-0.004474494152368282,-0.004474494152368282,,,,
2021-07-15 12:00:00,-0.0018352917185787247,-0.0021481122313992376,,,0.0,0.0,,
2021-07-15 16:00:00,-0.001294866731159193,-0.0013051231414156032,-0.00065698143513093,-0.00065698143513093,,,,
2021-07-15 20:00:00,0.0004880777114977784,0.0004880777114977784,,,,,,
2021-07-16 00:00:00,0.0006846684943206355,0.00037697618662832776,0.0002901076396367307,0.0002901076396367307,0.0,0.0,0.0,0.0
2021-07-16 04:00:00,0.004808859993857029,0.004152313150869508,,,,,,
2021-07-16 08:00:00,-0.0010943920051653716,-0.0014663793398645708,-0.011077159128393625,-0.011395803196190235,,,,
2021-07-16 12:00:00,-0.004788872317460851,-0.005122205650794184,,,0.0,0.0,,
2021-07-16 16:00:00,0.0018829706431952962,0.001554765514990168,0.005974683497386368,0.005974683497386368,,,,
2021-07-16 20:00:00,0.0038398792481667944,0.003834751043038589,,,,,,
2021-07-17 00:00:00,-0.003898594088733406,-0.003898594088733406,-0.0025480182813856127,-0.002681351614718946,0.0,0.0,0.0,0.0
2021-07-17 04:00:00,-0.000496244405885786,-0.0008141931238345039,,,,,,
2021-07-17 08:00:00,0.0018083928790404602,0.0018083928790404602,-0.0015323543902968626,-0.0015323543902968626,,,,
2021-07-17 12:00:00,0.0034639664809697425,0.003458838275841537,,,0.0,0.0,,
2021-07-17 16:00:00,0.007074151278324879,0.006751074355247955,0.001552762878089027,0.0014194295447556935,,,,
2021-07-17 20:00:00,-0.0020157706701189044,-0.0023337193880676225,,,,,,
2021-07-18 00:00:00,-0.0021906974608351393,-0.002793360899091798,0.009539659098105268,0.009539659098105268,0.0,0.0,0.0,0.0
2021-07-18 04:00:00,0.00015667618047590258,-0.0004445841411234023,,,,,,
2021-07-18 08:00:00,-0.0034232212197767425,-0.0037411699377254606,0.0004200894260675436,0.0001014453582709334,,,,
2021-07-18 12:00:00,0.0022223714695324324,0.0018916022387632015,,,0.0,0.0,,
2021-07-18 16:00:00,-0.0008611384634310845,-0.0008688307711233923,-0.006771954379040138,-0.006917232829403334,,,,
2021-07-18 20:00:00,0.0009593554732418097,0.0009465349604212969,,,,,,
2021-07-19 00:00:00,0.0013920865623086298,0.001374137844359912,0.00044702288266674096,0.00011733542615286721,0.0,0.0,0.0,0.0
2021-07-19 04:00:00,-0.0004114328952765429,-0.000416561100404748,,,,,,
2021-07-19 08:00:00,0.003358353551052974,0.003353225345924769,-0.004552183316719429,-0.004552183316719429,,,,
2021-07-19 12:00:00,0.004814803409238604,0.004809675204110399,,,0.0,0.0,,
2021-07-19 16:00:00,-0.0024769651643731312,-0.0028788649594932653,-0.005456148278217828,-0.005456148278217828,,,,
2021-07-19 20:00:00,0.0004157077978814306,1.3808002761296536e-05,,,,,,
2021-07-20 00:00:00,0.007404295951993457,0.007040193387890893,-0.014977101288296586,-0.015110434621629918,0.0,0.0,0.0,0.0
2021-07-20 04:00:00,-0.001322605592781894,-0.0016713235414998427,,,,,,
2021-07-20 08:00:00,0.00011291214916884281,8.727112352781715e-05,0.0007339859114074792,0.0006006525780741459,,,,
2021-07-20 12:00:00,-0.002305373334534967,-0.0023310143601759925,,,0.0,0.0,,
2021-07-20 16:00:00,0.002632228255027608,0.0026219718447711977,0.004465304715735521,0.004465304715735521,,,,
2021-07-20 20:00:00,-0.00022979079269483036,-0.0005836369465409843,,,,,,
2021-07-21 00:00:00,0.00011830089869555743,-0.0002458016654070067,-0.004245647134991707,-0.00437898046832504,0.0,0.0,0.0,0.0
2021-07-21 04:00:00,-0.00165187984224435,-0.00165187984224435,,,,,,
2021-07-21 08:00:00,0.0014867778431524046,0.0011688291252036865,0.017131020875776174,0.01699768754244284,,,,
2021-07-21 12:00:00,0.002737428022745178,0.002385382328326602,,,0.0,0.0,,
2021-07-21 16:00:00,0.0022981835100788035,0.0019737283042676654,-0.002736082030057269,-0.002736082030057269,,,,
2021-07-21 20:00:00,0.0019135194332480865,0.0015987494574611616,,,,,,
2021-07-22 00:00:00,0.0005774431602508387,0.0005629153152145191,0.008904234375048925,0.008585590307252314,0.0,0.0,0.0,0.0
2021-07-22 04:00:00,0.003298960402886115,0.0032747473278255824,,,,,,
2021-07-22 08:00:00,-0.0014978585621582899,-0.0021746450525041024,0.0010161299883461384,0.0006974859205495282,,,,
2021-07-22 12:00:00,-0.005353105541404692,-0.0057069516952508465,,,0.0,0.0,,
2021-07-22 16:00:00,-0.008510340520894865,-0.008510340520894865,0.011310058294284345,0.010832264745538136,,,,
2021-07-22 20:00:00,0.0003777601331033096,0.0003623755177186942,,,,,,
2021-07-23 00:00:00,0.0061436806965311196,0.005789834542684965,0.0026507580730086803,0.0023553585572701815,0.0,0.0,0.0,0.0
2021-07-23 04:00:00,0.002801185670132622,0.002176811174571686,,,,,,
2021-07-23 08:00:00,-0.0021554063976594834,-0.0025212297813671453,-0.0005903035465823505,-0.0005903035465823505,,,,
2021-07-23 12:00:00,0.0021874381592431177,0.0018467295789085876,,,0.0,0.0,,
2021-07-23 16:00:00,-0.0001324768032203957,-0.0007378036797337131,-0.0025527416947639966,-0.0025527416947639966,,,,
2021-07-23 20:00:00,0.0016326122972184125,0.0016326122972184125,,,,,,
2021-07-24 00:00:00,0.00098364642859657,0.0009594333535360373,0.01283118596001077,0.012388192444661907,0.0,0.0,0.0,0.0
2021-07-24 04:00:00,0.0022231186528321933,0.001846003113004789,,,,,,
2021-07-24 08:00:00,-0.0021282101009400967,-0.002520971012345076,0.004660632879399268,0.00434473852633367,,,,
2021-07-24 12:00:00,0.0073288261879573165,0.006989843137109859,,,0.0,0.0,,
2021-07-24 16:00:00,0.0004202387117400717,0.0002773815688829289,-0.003448230726852345,-0.003764125079917943,,,,
2021-07-24 20:00:00,0.0013848893564110364,0.0013655188963626102,,,,,,
2021-07-25 00:00:00,-0.0024410683440040503,-0.0024483322665222102,0.0010901936129557846,0.0006472000976069215,0.0,0.0,0.0,0.0
2021-07-25 04:00:00,0.0018332393881096355,0.0018090263130491027,,,,,,
2021-07-25 08:00:00,0.0006572964772851469,0.0002743822164047842,-0.001823839044351825,-0.0019691174947150214,,,,
2021-07-25 12:00:00,0.0009759042694269847,0.0009553914489141642,,,0.0,0.0,,
2021-07-25 16:00:00,-0.0017711667407010537,-0.002148952796453211,-0.0008097033690375546,-0.0011255977221031525,,,,
2021-07-25 20:00:00,0.0028362036499700993,0.002831361034957993,,,,,,
2021-07-26 00:00:00,0.01018240848854832,0.009868929876764623,0.018588537954275546,0.018145544438926683,0.0,0.0,0.0,0.0
2021-07-26 04:00:00,0.00190615795860886,0.00190615795860886,,,,,,
2021-07-26 08:00:00,0.0038412020441007185,0.003836604342951293,0.009700098654668546,0.009554820204305349,,,,
2021-07-26 12:00:00,0.001765344919534769,0.0014537142941694855,,,0.0,0.0,,
2021-07-26 16:00:00,-0.0011911501783735635,-0.001543013471908394,0.00022975088844960807,0.00022975088844960807,,,,
2021-07-26 20:00:00,-0.010166260640595315,-0.01018005374404359,,,,,,
2021-07-27 00:00:00,-0.002401316215652097,-0.0024105116179509475,-0.016746427238191308,-0.017076114694705182,0.0,0.0,0.0,0.0
2021-07-27 04:00:00,0.0005938575775640362,0.0002553365233211819,,,,,,
2021-07-27 08:00:00,0.005209159008398337,0.005177682010819645,0.010625187594428123,0.010306543526631512,,,,
2021-07-27 12:00:00,0.0011025415283621059,0.0010783284533015733,,,0.0,0.0,,
2021-07-27 16:00:00,-0.0002890878192220391,-0.0002890878192220391,-0.003977413069862341,-0.003977413069862341,,,,
2021-07-27 20:00:00,0.0012314847542719695,0.0012169569092356498,,,,,,
2021-07-28 00:00:00,-0.0003078604237405523,-0.00031754565376476533,0.006035487431923,0.0055924939165741365,0.0,0.0,0.0,0.0
2021-07-28 04:00:00,0.005715776689522176,0.005693984921967697,,,,,,
2021-07-28 08:00:00,0.0005519191099866066,0.0005277060349260739,0.002938849479788946,0.0026229551267233477,,,,
2021-07-28 12:00:00,-0.0037471786939138533,-0.0037592852314441197,,,0.0,0.0,,
2021-07-28 16:00:00,0.0012759260327340038,0.0012662408027097906,-0.004964159500859756,-0.004964159500859756,,,,
2021-07-28 20:00:00,0.003211940035182076,0.0031901482676275966,,,,,,
2021-07-29 00:00:00,-0.0043860412316459214,-0.004410254306706454,-0.005069011719255327,-0.005069011719255327,0.0,0.0,0.0,0.0
2021-07-29 04:00:00,-0.00402843042168167,-0.00402843042168167,,,,,,
2021-07-29 08:00:00,-0.0038874712591146806,-0.003899577796644947,0.00812864247030809,0.00812864247030809,,,,
2021-07-29 12:00:00,-0.000504733388118358,-0.0005192612331546777,,,0.0,0.0,,
2021-07-29 16:00:00,0.0007848544737640182,0.0007630627062095389,0.004166527779475067,0.0034285714688596838,,,,
2021-07-29 20:00:00,0.001509102881299694,0.0014921537287573212,,,,,,
2021-07-30 00:00:00,0.003941036617829588,0.003928930080299322,0.010442384200300532,0.00970442788968515,0.0,0.0,0.0,0.0
2021-07-30 04:00:00,0.0010840117975643342,0.0007075046888538356,,,,,,
2021-07-30 08:00:00,-0.0005721809613634284,-0.0006080783972608642,-0.012028696273975847,-0.012237524305480677,,,,
2021-07-30 12:00:00,0.0015943432632723516,0.0015840868530159415,,,0.0,0.0,,
2021-07-30 16:00:00,0.0013979237828169143,0.0010330762010201798,0.005884454255070028,0.005884454255070028,,,,
2021-07-30 20:00:00,0.004287623437639453,0.004273095592603133,,,,,,
2021-07-31 00:00:00,0.0011209955436705492,0.0008082516734748964,0.004193770978938619,0.00398494294743379,0.0,0.0,0.0,0.0
2021-07-31 04:00:00,-0.0005284776640726605,-0.0005284776640726605,,,,,,
2021-07-31 08:00:00,0.002316961065635721,0.001621116680136163,0.005089704156083504,0.004880876124578676,,,,
2021-07-31 12:00:00,-0.0005801271626123411,-0.0005852553677405463,,,0.0,0.0,,
2021-07-31 16:00:00,0.0008585687841535861,0.0008585687841535861,0.0014901369432488896,0.0014901369432488896,,,,
2021-07-31 20:00:00,0.0021232421486169755,0.0017436059655909619,,,,,,
2021-08-01 00:00:00,0.005296444964465323,0.004955869973510437,0.011472769917556377,0.00975746441241421,0.0,0.0,0.0,0.0
2021-08-01 04:00:00,-0.004149015500533445,-0.006018583994974749,,,,,,
2021-08-01 08:00:00,0.0006590636828997592,0.0002529266505332186,-0.0031643175550475906,-0.003442659962791087,,,,
2021-08-01 12:00:00,0.0016824863355783932,0.0013029991560912137,,,0.0,0.0,,
2021-08-01 16:00:00,0.0011466738010504872,-0.00023831409241198268,-0.00036369708340649635,-0.0012019372070421574,,,,
2021-08-01 20:00:00,0.0010929341274284643,4.208666980134567e-05,,,,,,
2021-08-02 00:00:00,0.0023884553238630703,0.002339274995994218,-0.004123793175351777,-0.004641005323368879,0.0,0.0,0.0,0.0
2021-08-02 04:00:00,0.00230750087438365,0.0015859512375797759,,,,,,
2021-08-02 08:00:00,0.001305926577808991,0.00029670443938429594,0.0008454849487696034,0.0005603972294713577,,,,
2021-08-02 12:00:00,-0.0034974548680996947,-0.0038116625183729188,,,0.0,0.0,,
2021-08-02 16:00:00,-0.002851037930494173,-0.003520436837597998,-0.005560164052558894,-0.005573321947295736,,,,
2021-08-02 20:00:00,-5.2868624959357996e-05,-6.926206758230884e-05,,,,,,
2021-08-03 00:00:00,0.0068587298744275755,0.006122832438530139,-0.0003659630543865409,-0.0003659630543865409,0.0,0.0,0.0,0.0
2021-08-03 04:00:00,0.0022925880856976754,0.001364382957492547,,,,,,
2021-08-03 08:00:00,-0.004807913013892366,-0.004807913013892366,0.0006788076121884765,0.000538456734995494,,,,
2021-08-03 12:00:00,0.0015796027013565866,0.0008962600553020761,,,0.0,0.0,,
2021-08-03 16:00:00,0.0027898600981461387,0.0024261300428906596,0.0044807790311532664,0.0032878709134012596,,,,
2021-08-03 20:00:00,-0.002193004665567111,-0.0025591560283286436,,,,,,
2021-08-04 00:00:00,0.0006481420191365921,0.000628771559088166,-0.0027947289894508526,-0.0033758427909036373,0.0,0.0,0.0,0.0
2021-08-04 04:00:00,-0.0008859342458719315,-0.000907726013426411,,,,,,
2021-08-04 08:00:00,-0.005193536721977434,-0.005193536721977434,-0.0022213031167447076,-0.0028884095151193705,,,,
2021-08-04 12:00:00,-0.0035019857591272597,-0.0038366048902396697,,,0.0,0.0,,
2021-08-04 16:00:00,-0.0002563566734842339,-0.0009476033578343665,-0.0006108775583473299,-0.0009189235353588242,,,,
2021-08-04 20:00:00,-0.002263022208050939,-0.0029542688924010714,,,,,,
2021-08-05 00:00:00,-0.0029901289528633055,-0.003649191729167461,-0.005756220739185237,-0.006347732675524759,0.0,0.0,0.0,0.0
2021-08-05 04:00:00,0.001291319956059634,0.0003013739371662467,,,,,,
2021-08-05 08:00:00,0.0028620843715103567,0.002607790548718082,0.0041306323767586785,0.0035432728436364334,,,,
2021-08-05 12:00:00,-0.006189621250049169,-0.006386381533109762,,,0.0,0.0,,
2021-08-05 16:00:00,-0.0005629991952513727,-0.0013067282212060902,-0.00604827892566577,-0.006960783448222894,,,,
2021-08-05 20:00:00,-0.00093726166484782,-0.0012810761982590805,,,,,,
2021-08-06 00:00:00,0.005159905374970774,0.004832182795582503,0.0014087528424838623,0.0010377083405217682,0.0,0.0,0.0,0.0
2021-08-06 04:00:00,-0.004369069606365411,-0.0047083254021963086,,,,,,
2021-08-06 08:00:00,0.0004029801457740292,0.00017099662179751867,-0.00025891652034089893,-0.0006626347580743325,,,,
2021-08-06 12:00:00,-0.00230026809355649,-0.00230026809355649,,,0.0,0.0,,
2021-08-06 16:00:00,-0.0012054215408027849,-0.0012054215408027849,0.0005416218430656518,-0.00011561563988778665,,,,
2021-08-06 20:00:00,0.003768726837908033,0.003291605089599844,,,,,,
2021-08-07 00:00:00,0.005736411376181853,0.004952714846722612,0.010881072200370875,0.009995171006708754,0.0,0.0,0.0,0.0
2021-08-07 04:00:00,-0.011805336986742888,-0.012134634807566134,,,,,,
2021-08-07 08:00:00,-0.0034657185170872116,-0.0036954866838512872,0.0035081897981646955,0.002556435412199783,,,,
2021-08-07 12:00:00,0.004474234080238895,0.004142609577720178,,,0.0,0.0,,
2021-08-07 16:00:00,0.0011154747688680178,0.0007325356740645163,0.012412486513616856,0.011771460872591216,,,,
2021-08-07 20:00:00,0.0011717701107092895,0.0008130440909663206,,,,,,
2021-08-08 00:00:00,0.0022753009129297254,0.0015128933658597721,0.004154604357777203,0.0034592904762564248,0.0,0.0,0.0,0.0
2021-08-08 04:00:00,0.0006300194096602892,0.0002307339956207768,,,,,,
2021-08-08 08:00:00,0.0011504896334309303,0.0011504896334309303,-0.0008329862819284133,-0.0008421816842272639,,,,
2021-08-08 12:00:00,-0.005247978621345751,-0.005271055544422675,,,0.0,0.0,,
2021-08-08 16:00:00,0.0005238548561331501,0.0005238548561331501,-0.010167258543645755,-0.010307488428703226,,,,
2021-08-08 20:00:00,-0.0029313969700242326,-0.003307605460986822,,,,,,
2021-08-09 00:00:00,-0.00126950585722561,-0.0016457143481881994,0.0027478767388560686,0.0026122445549480225,0.0,0.0,0.0,0.0
2021-08-09 04:00:00,0.0026014427563418674,0.0026014427563418674,,,,,,
2021-08-09 08:00:00,-0.0024406286949383914,-0.002816837185900981,0.002796561826642837,0.0026563319415853657,,,,
2021-08-09 12:00:00,0.004010272736859002,0.0030365022450557235,,,0.0,0.0,,
2021-08-09 16:00:00,-0.000541368203016587,-0.000541368203016587,0.0015531660239289531,0.001116051686360895,,,,
2021-08-09 20:00:00,0.0012801205380175594,0.0007053194770096017,,,,,,
2021-08-10 00:00:00,0.00218153980693778,0.0016067387459298226,-0.001893547452011707,-0.003112845697625742,0.0,0.0,0.0,0.0
2021-08-10 04:00:00,-0.0026581808878261815,-0.003531257810903105,,,,,,
2021-08-10 08:00:00,0.002852257440462481,0.0026451491525011986,0.004452368000181197,0.004108778256591453,,,,
2021-08-10 12:00:00,-0.0031371588251541127,-0.003394630089521929,,,0.0,0.0,,
2021-08-10 16:00:00,-0.008272293560595733,-0.00858351228537378,-0.002265864703847621,-0.0026350954730783903,,,,
2021-08-10 20:00:00,-0.0005434771576119262,-0.0007794460980811589,,,,,,
2021-08-11 00:00:00,0.0041328649647825,0.0038845891027135347,-0.002136760588399283,-0.0026890856644531725,0.0,0.0,0.0,0.0
2021-08-11 04:00:00,-0.00011109212582039124,-0.0006741414834944954,,,,,,
2021-08-11 08:00:00,0.003611334201614814,0.003611334201614814,0.0020594402814133736,0.0020521763588952136,,,,
2021-08-11 12:00:00,0.00028041890243534135,-4.8899579509184055e-06,,,0.0,0.0,,
2021-08-11 16:00:00,-0.000793101162424509,-0.000793101162424509,0.00992070901472204,0.00967802570932687,,,,
2021-08-11 20:00:00,0.007561125466089435,0.007561125466089435,,,,,,
2021-08-12 00:00:00,-0.006130311167804287,-0.006130311167804287,0.00661540852766229,0.006335921348175111,0.0,0.0,0.0,0.0
2021-08-12 04:00:00,0.004909239393320498,0.004909239393320498,,,,,,
2021-08-12 08:00:00,0.002017479941491853,0.002017479941491853,-0.010083627278390638,-0.010423020088969889,,,,
2021-08-12 12:00:00,0.002732104172045534,0.002732104172045534,,,0.0,0.0,,
2021-08-12 16:00:00,-0.0035103151366237106,-0.0035103151366237106,-0.0025950221169069075,-0.0032318259909989173,,,,
2021-08-12 20:00:00,0.0013542861082826013,0.0010536206515372897,,,,,,
2021-08-13 00:00:00,-0.0023673777954594855,-0.002920236234660938,-0.0020198019797879846,-0.002857173608743483,0.0,0.0,0.0,0.0
2021-08-13 04:00:00,-0.005021573801197371,-0.005273766783653511,,,,,,
2021-08-13 08:00:00,-0.001145166754724244,-0.001145166754724244,0.007176614239334986,0.006473165963472917,,,,
2021-08-13 12:00:00,0.00031694142634288846,0.00031694142634288846,,,0.0,0.0,,
2021-08-13 16:00:00,0.0020953420874950763,0.0020953420874950763,-0.0017301203609682478,-0.0020884738718641317,,,,
2021-08-13 20:00:00,-0.007216831487393056,-0.007508725014313806,,,,,,
2021-08-14 00:00:00,0.0014248902294016763,0.000841995236220301,0.0012167878457986993,0.0008729621799391351,0.0,0.0,0.0,0.0
2021-08-14 04:00:00,0.004264720236261969,0.0030948370287416727,,,,,,
2021-08-14 08:00:00,0.0041934352523646,0.003915571475274817,0.0005964836114104931,-0.00033553393244915614,,,,
2021-08-14 12:00:00,-0.0042835313460179774,-0.00456139512310776,,,0.0,0.0,,
2021-08-14 16:00:00,0.0009007456586695728,0.0006091342772749097,0.0066928705534083375,0.0066819056411276355,,,,
2021-08-14 20:00:00,-0.0018112443053697577,-0.0021028556867644208,,,,,,
2021-08-15 00:00:00,-0.00204997765906682,-0.00204997765906682,0.006135563405681926,0.006124598493401224,0.0,0.0,0.0,0.0
2021-08-15 04:00:00,0.003964499573311328,0.003672888191916665,,,,,,
2021-08-15 08:00:00,-0.0018495058403738894,-0.0021545572620314817,-0.006004473870367357,-0.006015438782648059,,,,
2021-08-15 12:00:00,-0.0001876305536605338,-0.00047728572607432695,,,0.0,0.0,,
2021-08-15 16:00:00,-0.0004544146328581138,-0.0007440698052719069,0.006107649688847309,0.0061032637239350285,,,,
2021-08-15 20:00:00,-0.002385854182453856,-0.0029578912731522042,,,,,,
2021-08-16 00:00:00,-0.0014280789404416405,-0.0014280789404416405,0.006971030487415817,0.006971030487415817,0.0,0.0,0.0,0.0
2021-08-16 04:00:00,-0.003197935754740571,-0.003197935754740571,,,,,,
2021-08-16 08:00:00,-0.001428901076304578,-0.0017043875866982092,0.010790588627190772,0.010507860254534995,,,,
2021-08-16 12:00:00,0.004124492554327501,0.0038525627297660973,,,0.0,0.0,,
2021-08-16 16:00:00,0.004001649165864192,0.0038111914038120023,-0.007977680893583625,-0.007977680893583625,,,,
2021-08-16 20:00:00,0.0041091794481252705,0.003861280288461405,,,,,,
2021-08-17 00:00:00,-0.006920513805708894,-0.007342064004735874,-0.0021441570486125583,-0.002151053600336696,0.0,0.0,0.0,0.0
2021-08-17 04:00:00,-0.0025588145684495712,-0.002859480025194883,,,,,,
2021-08-17 08:00:00,-0.005404024985309381,-0.005861496249677197,-0.0024371824212532406,-0.0024371824212532406,,,,
2021-08-17 12:00:00,0.0046049644837129425,0.004013282693029337,,,0.0,0.0,,
2021-08-17 16:00:00,0.007270726052011923,0.007231252367801397,-0.0076529919266062766,-0.007662187328905127,,,,
2021-08-17 20:00:00,0.007837675124624821,0.007219317790611823,,,,,,
2021-08-18 00:00:00,-0.0026694205583722166,-0.0030281465781151857,-0.011401910606794848,-0.011645588767714389,0.0,0.0,0.0,0.0
2021-08-18 04:00:00,-0.002647791510278547,-0.002647791510278547,,,,,,
2021-08-18 08:00:00,0.001512807440602914,0.001512807440602914,-0.004778947167457661,-0.004783544868607086,,,,
2021-08-18 12:00:00,-0.004931671692897675,-0.005609125273799532,,,0.0,0.0,,
2021-08-18 16:00:00,0.0100457506223456,0.009717744165525583,0.007433231601517344,0.007125408273471924,,,,
