,4,4,4,8,8,8,12,12,12,24,24,24,48,48,48
,0.1,0.05,0.02,0.1,0.05,0.02,0.1,0.05,0.02,0.1,0.05,0.02,0.1,0.05,0.02
2020-12-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20 04:00:00,0.0,0.0,0.0,,,,,,,,,,,,
2020-12-20 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-12-20 12:00:00,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-12-20 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-12-20 20:00:00,0.0,0.0,0.0,,,,,,,,,,,,
2020-12-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-12-21 04:00:00,0.0,0.0,0.0,,,,,,,,,,,,
2020-12-21 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-12-21 12:00:00,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-12-21 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-12-21 20:00:00,0.0,0.0,0.0,,,,,,,,,,,,
2020-12-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-22 04:00:00,0.0,0.0,0.0,,,,,,,,,,,,
2020-12-22 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-12-22 12:00:00,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-12-22 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-12-22 20:00:00,0.0,0.0,0.0,,,,,,,,,,,,
2020-12-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-12-23 04:00:00,0.0,0.0,0.0,,,,,,,,,,,,
2020-12-23 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
